incipient,intensification,mature,decay
2005-05-12 17:00:00,2005-05-13 16:00:00,2005-05-16 23:00:00,2005-05-17 19:00:00
2005-05-13 15:00:00,2005-05-16 22:00:00,2005-05-17 18:00:00,2005-05-18 06:00:00
