intensification,mature,decay,residual
2018-03-16 00:00:00,2018-03-17 03:00:00,2018-03-17 18:00:00,2018-03-18 15:00:00
2018-03-17 02:00:00,2018-03-17 17:00:00,2018-03-18 14:00:00,2018-03-19 08:00:00
