Type of System,Total Count,Percentage
"incipient, decay, intensification, mature, decay 2",131,3.7665324899367456
"incipient, intensification, mature, decay, residual",302,8.683151236342725
"incipient, intensification, mature, decay",1966,56.526739505462906
intensification,131,3.7665324899367456
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",169,4.859114433582519
"intensification, mature, decay",151,4.341575618171363
"decay, intensification, mature, decay 2",122,3.5077630822311674
"decay, intensification",51,1.466359976998275
"intensification, mature, decay, residual",78,2.2426682001150087
decay,69,1.9838987924094307
"intensification, mature, decay, intensification 2, mature 2, decay 2",114,3.27774583093732
"decay, intensification, decay 2",9,0.2587694077055779
"decay, intensification, mature, decay 2, residual",18,0.5175388154111558
"incipient, decay",31,0.8913168487636572
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",6,0.17251293847038526
"incipient, intensification, decay, intensification 2, mature, decay 2",19,0.5462909718228868
"intensification, residual",23,0.6612995974698103
"incipient, decay, intensification, mature, decay 2, residual",13,0.3737780333525014
"incipient, decay, intensification, decay 2",4,0.11500862564692352
"incipient, intensification, decay, intensification 2, decay 2",3,0.08625646923519263
"decay, intensification, decay 2, intensification 2",4,0.11500862564692352
"decay, intensification, mature, decay 2, intensification 2, mature 2",3,0.08625646923519263
"incipient, intensification, decay, intensification 2",14,0.4025301897642324
"decay, intensification, residual, intensification 2",1,0.02875215641173088
"incipient, intensification",6,0.17251293847038526
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.05750431282346176
"incipient, decay, intensification",10,0.28752156411730884
"decay, intensification, residual",8,0.23001725129384704
"decay, residual",4,0.11500862564692352
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",4,0.11500862564692352
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",2,0.05750431282346176
"intensification, decay",2,0.05750431282346176
"incipient, decay, intensification, decay 2, intensification 2",1,0.02875215641173088
"incipient, decay, intensification, decay 2, residual",1,0.02875215641173088
"decay, intensification, decay 2, residual",1,0.02875215641173088
"incipient, intensification, decay, intensification 2, residual",2,0.05750431282346176
"intensification, incipient, decay",2,0.05750431282346176
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.02875215641173088
